brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Toyota,Prius,2018,Automatic,110375,Hybrid,22726,30.6,1.2,904210.4
Ford,Mondeo,2011,Automatic,103826,Petrol,7351,16.2,1.5,120000.0
Honda,City,2008,Automatic,114096,Petrol,6497,24.6,1.0,120000.0
Hyundai,Verna,2010,Automatic,203478,Petrol,18025,21.8,1.4,120000.0
Maruti,Ciaz,2020,Manual,209666,CNG,22127,18.2,1.5,281542.96
Ford,Mondeo,2016,Manual,77406,Hybrid,30058,24.9,1.0,421613.36
Ford,Kuga,2023,Automatic,134709,Petrol,16071,19.0,1.6,781492.22
Maruti,Swift,2015,Automatic,173885,Petrol,5647,11.8,1.8,408998.37
Ford,Puma,2017,Automatic,139985,Petrol,7782,21.4,1.4,347440.85
Honda,CR-V,2015,Automatic,166096,Petrol,18931,25.3,1.0,450014.54
Toyota,Corolla,2025,Manual,127014,Petrol,18637,12.5,1.6,1121086.58
Maruti,Baleno,2024,Manual,197152,Petrol,27054,30.9,2.0,718110.94
Ford,Fiesta,2024,Automatic,90378,Diesel,21994,25.1,1.6,1010576.88
Ford,Mondeo,2023,Manual,63526,Petrol,15795,14.0,2.0,1138929.04
Toyota,Corolla,2020,Manual,90732,Petrol,28123,29.8,1.0,861869.2
Ford,Kuga,2022,Manual,17229,Diesel,17967,31.8,1.2,949650.45
Hyundai,Tucson,2017,Manual,77763,Petrol,24732,18.2,1.4,526296.05
Honda,Jazz,2018,Automatic,82739,Hybrid,28157,27.0,2.0,979377.92
Ford,Kuga,2015,Manual,115115,Petrol,28105,21.4,1.8,448671.65
Hyundai,Tucson,2014,Automatic,86575,Petrol,31787,26.7,1.2,342667.09
Honda,Amaze,2011,Automatic,167060,Petrol,16587,25.8,1.5,188004.95
Honda,Civic,2015,Automatic,191232,Hybrid,17747,14.1,1.2,428094.4
Ford,Focus,2009,Manual,99720,Petrol,27868,16.0,1.8,120000.0
Honda,Amaze,2008,Manual,102422,Hybrid,7655,23.1,1.8,379762.68
Toyota,Prius,2022,Automatic,216343,Petrol,27078,26.5,1.5,893625.48
Maruti,Ciaz,2010,Automatic,188928,Diesel,15014,14.4,1.8,120000.0
Maruti,Ciaz,2013,Manual,178984,Diesel,2353,12.1,1.6,120000.0
Toyota,Camry,2020,Manual,67582,Diesel,4552,10.5,1.6,1091474.59
Honda,Amaze,2026,Manual,18568,Petrol,8120,10.3,1.6,1360563.9
Hyundai,Verna,2010,Automatic,89111,Petrol,20333,31.8,1.4,351204.2
Honda,Jazz,2009,Automatic,51123,Petrol,30394,18.3,1.4,470074.58
Honda,Amaze,2026,Manual,189568,Petrol,25028,23.0,1.2,789141.13
Honda,Jazz,2025,Manual,25103,Hybrid,5857,21.0,1.4,1401979.79
Ford,Focus,2026,Automatic,91628,Hybrid,1481,22.8,1.5,1272058.22
Ford,Mondeo,2021,Manual,171623,Petrol,6000,20.0,2.0,847613.32
Honda,CR-V,2020,Manual,61665,Diesel,2749,26.3,1.5,837317.91
Hyundai,Verna,2015,Manual,201532,Petrol,30834,29.4,1.5,150487.02
Maruti,Dzire,2022,Automatic,176216,Petrol,4382,14.4,2.0,748855.21
Maruti,Baleno,2024,Automatic,102837,CNG,27156,12.8,2.0,861082.45
Hyundai,i20,2024,Automatic,19637,CNG,27629,19.2,1.4,952434.5
Toyota,Yaris,2025,Manual,37680,Petrol,18545,31.7,1.6,1414072.7
Maruti,Brezza,2017,Manual,148604,Petrol,7367,27.8,1.5,197899.67
Toyota,Yaris,2018,Manual,31035,Hybrid,27319,16.7,1.8,1138616.44
Ford,Focus,2017,Manual,42768,Petrol,20100,24.7,1.0,498924.11
Ford,Focus,2022,Manual,124199,Petrol,32914,10.3,1.0,407526.96
Ford,Kuga,2019,Automatic,26625,Diesel,4313,25.4,1.2,931916.79
Honda,Civic,2015,Manual,39432,CNG,25768,21.3,1.4,602285.32
Hyundai,i20,2020,Automatic,126022,Petrol,5785,28.8,1.5,823398.98
Honda,Amaze,2009,Automatic,127278,Diesel,19994,13.1,2.0,425515.92
Honda,Jazz,2019,Manual,175307,Hybrid,34598,10.6,1.8,727259.73
Maruti,Baleno,2014,Automatic,137541,Diesel,27740,23.8,1.2,121068.5
Ford,Fiesta,2022,Manual,52921,Petrol,1402,16.4,1.4,877997.0
Honda,City,2022,Automatic,103119,Petrol,24587,23.5,1.0,901583.68
Maruti,Baleno,2021,Automatic,7671,Petrol,1590,24.2,1.6,1014253.35
Honda,CR-V,2022,Automatic,110779,Petrol,21921,16.1,2.0,990632.69
Hyundai,i20,2020,Manual,62549,Diesel,24346,23.4,1.8,893811.02
Toyota,Camry,2018,Manual,47161,Diesel,23708,22.4,1.2,875309.44
Toyota,Prius,2020,Automatic,170778,Petrol,14650,16.4,1.4,944778.53
Maruti,Dzire,2009,Automatic,59143,CNG,22868,14.2,1.0,120000.0
Maruti,Dzire,2011,Manual,75409,CNG,359,25.8,1.6,120000.0
Ford,Kuga,2021,Automatic,32153,Petrol,29733,12.0,1.4,890848.54
Hyundai,i10,2011,Manual,53557,Petrol,9553,17.5,1.5,319270.47
Maruti,Swift,2009,Manual,14161,Petrol,26291,26.6,1.0,120000.0
Maruti,Dzire,2023,Automatic,190426,Petrol,14391,18.9,1.5,647232.75
Toyota,RAV4,2019,Automatic,152341,Petrol,15402,26.1,1.0,803867.32
Hyundai,i20,2008,Manual,209028,Diesel,20862,19.5,1.8,120000.0
Maruti,Swift,2012,Manual,48722,Petrol,23053,30.5,2.0,326062.21
Honda,City,2017,Manual,182014,Petrol,27299,12.2,1.6,629886.62
Maruti,Ciaz,2020,Automatic,197157,Petrol,25860,10.7,1.2,439218.18
Hyundai,i10,2020,Manual,206491,Petrol,14824,27.5,1.8,759585.13
Toyota,Prius,2022,Manual,6967,Petrol,16027,15.0,1.0,1019980.37
Toyota,Yaris,2022,Automatic,77829,Petrol,28200,17.2,1.8,1292695.18
Toyota,Prius,2024,Automatic,200923,Petrol,7743,18.4,1.4,1093938.79
Honda,Amaze,2024,Manual,4669,Petrol,32681,25.0,1.6,1261145.77
Ford,Focus,2022,Manual,36306,Petrol,33990,22.4,1.2,799819.77
Hyundai,Verna,2018,Manual,142963,Diesel,19273,18.9,1.5,538008.34
Hyundai,Tucson,2024,Automatic,98261,CNG,14461,24.9,1.5,953130.99
Hyundai,Verna,2023,Automatic,92801,Petrol,18139,25.6,1.5,976353.21
Honda,Jazz,2016,Manual,11996,Hybrid,32074,24.0,1.5,734167.46
Toyota,Yaris,2025,Automatic,161197,Petrol,31275,24.5,1.4,1330071.72
Toyota,Prius,2021,Manual,110604,Diesel,29547,20.6,1.2,766313.63
Hyundai,Verna,2010,Automatic,153576,Diesel,13830,26.0,2.0,236486.11
Maruti,Dzire,2008,Manual,59238,Hybrid,27306,31.9,1.4,120000.0
Toyota,Corolla,2016,Manual,195279,Petrol,10752,22.0,1.6,463715.5
Ford,Kuga,2009,Manual,166844,Petrol,25348,25.2,1.8,120000.0
Ford,Puma,2023,Manual,6191,Petrol,33188,16.7,1.6,960879.59
Ford,Focus,2019,Manual,47799,CNG,339,28.9,1.0,546738.1
Toyota,RAV4,2020,Manual,14552,Petrol,24830,16.0,1.4,1189868.51
Hyundai,Creta,2020,Automatic,50125,Hybrid,28605,30.5,1.5,959815.12
Maruti,Brezza,2012,Manual,165790,Petrol,30472,26.7,1.6,120000.0
Maruti,Dzire,2022,Manual,36339,Petrol,7300,16.5,1.2,739583.07
Ford,Kuga,2009,Manual,13413,Diesel,20469,17.4,1.5,288774.35
Toyota,Prius,2018,Automatic,195052,Petrol,10916,12.7,1.5,776361.99
Hyundai,i20,2016,Manual,10919,Petrol,25828,17.9,2.0,668258.72
Toyota,RAV4,2019,Manual,35208,CNG,4104,13.7,2.0,1223304.76
Maruti,Ciaz,2026,Automatic,96125,Diesel,14962,17.3,1.2,849727.7
Ford,Mondeo,2018,Manual,22800,Petrol,567,28.0,2.0,838670.3
Toyota,Yaris,2011,Manual,215434,Petrol,33733,13.0,1.4,174036.61
Honda,City,2024,Automatic,2183,Diesel,15017,16.1,1.8,1263893.29
Hyundai,i10,2015,Manual,143839,Diesel,2098,12.9,2.0,511022.94
Ford,Kuga,2025,Manual,75748,Diesel,20794,19.1,1.2,1032223.46
Hyundai,Creta,2009,Manual,39247,Petrol,22169,27.7,1.4,239393.6
Toyota,Prius,2022,Automatic,124498,Diesel,2428,12.0,1.6,963729.67
Toyota,RAV4,2013,Automatic,116077,Petrol,31509,27.4,1.6,729346.97
Ford,Mondeo,2011,Automatic,56546,Diesel,9518,14.8,1.6,438023.32
Hyundai,i20,2020,Automatic,28653,Petrol,3304,28.3,2.0,1127694.79
Hyundai,i10,2012,Manual,160637,Petrol,10457,29.6,1.4,120000.0
Maruti,Dzire,2010,Automatic,178884,Diesel,13299,23.4,2.0,120000.0
Hyundai,Verna,2015,Manual,22165,Petrol,29040,31.5,1.4,485490.92
Honda,CR-V,2021,Manual,105345,Petrol,14094,24.8,1.0,748832.78
Maruti,Dzire,2008,Automatic,127689,Petrol,20042,15.6,1.5,120000.0
Honda,Jazz,2020,Automatic,169082,Diesel,15506,23.6,1.5,875352.12
Honda,Jazz,2015,Manual,24661,CNG,10432,16.1,1.2,677144.9
Honda,CR-V,2022,Manual,140672,Petrol,32639,21.5,1.4,936991.89
Honda,CR-V,2013,Automatic,214969,Petrol,4749,29.7,1.4,207117.16
Honda,Amaze,2012,Manual,13457,Petrol,29162,16.7,1.0,540398.65
Hyundai,Creta,2018,Automatic,68285,Diesel,32715,15.5,1.5,746709.26
Ford,Focus,2026,Manual,14381,Petrol,34921,19.9,1.5,1056020.92
Hyundai,Tucson,2020,Manual,91846,Hybrid,21489,23.6,1.2,566870.85
Ford,Focus,2014,Automatic,34163,CNG,9186,21.6,1.2,380341.59
Toyota,Camry,2008,Manual,36622,Petrol,21698,25.4,1.0,254842.5
Maruti,Dzire,2011,Manual,124921,Petrol,5192,13.8,1.8,120000.0
Maruti,Dzire,2022,Automatic,135553,Petrol,32884,26.6,2.0,874227.6
Honda,City,2019,Automatic,68226,Petrol,32930,12.7,2.0,1000736.43
Toyota,Yaris,2020,Manual,176568,Diesel,18069,22.8,1.4,820986.18
Ford,Focus,2012,Automatic,75864,Diesel,3014,27.9,1.8,429984.48
Ford,Puma,2022,Automatic,26504,Petrol,20981,29.9,1.2,801956.52
Ford,Kuga,2018,Automatic,78329,Diesel,2383,14.8,1.6,629112.63
Toyota,Corolla,2023,Automatic,91912,Petrol,21897,22.6,1.4,1317594.38
Honda,City,2014,Manual,3702,Diesel,6456,14.5,1.4,685216.62
Honda,CR-V,2022,Automatic,194500,CNG,6795,20.4,2.0,1004899.01
Honda,Civic,2021,Automatic,22463,Petrol,28781,29.9,1.8,1376131.67
Ford,Mondeo,2019,Manual,185434,CNG,2701,13.7,1.0,213834.36
Ford,Puma,2013,Automatic,32219,CNG,3189,16.3,1.6,495769.82
Honda,CR-V,2026,Manual,91595,Diesel,20286,10.5,1.5,1159837.67
Maruti,Ciaz,2012,Manual,175655,Petrol,20569,12.5,1.2,120000.0
Hyundai,Tucson,2025,Automatic,185782,Diesel,8423,29.2,2.0,945947.69
Ford,Fiesta,2026,Automatic,4652,Diesel,11696,26.1,1.4,1267234.37
Hyundai,Creta,2008,Automatic,190746,Hybrid,33501,29.6,1.0,120000.0
Maruti,Brezza,2023,Automatic,218703,Diesel,25556,22.6,1.5,768325.54
Toyota,Prius,2016,Manual,147558,Petrol,24525,23.0,1.4,620381.16
Ford,Mondeo,2014,Manual,47013,Diesel,28962,15.6,1.4,454164.31
Toyota,RAV4,2013,Manual,91316,Diesel,25725,23.4,1.6,508588.98
Maruti,Ciaz,2024,Automatic,70870,Petrol,17368,16.3,1.0,809209.7
Maruti,Dzire,2021,Manual,126673,Petrol,3199,23.8,1.0,279895.65
Maruti,Dzire,2008,Manual,189704,Petrol,20583,17.0,1.4,120000.0
Maruti,Dzire,2026,Automatic,57007,Petrol,6327,15.9,1.2,926745.71
Toyota,Corolla,2020,Automatic,135777,Petrol,3072,13.8,1.4,880171.99
Ford,Kuga,2025,Manual,178798,Petrol,13560,29.0,2.0,783031.55
Ford,Puma,2012,Manual,146202,Diesel,28562,10.4,1.2,120000.0
Maruti,Baleno,2016,Automatic,51606,Petrol,4817,10.0,1.0,371757.0
Maruti,Baleno,2016,Automatic,90939,Petrol,21712,27.7,2.0,393647.77
Maruti,Ciaz,2021,Manual,34150,Hybrid,33797,18.7,2.0,957906.98
Maruti,Baleno,2014,Automatic,81364,Diesel,14961,24.2,1.4,241612.54
Maruti,Dzire,2026,Manual,178844,CNG,12958,26.5,1.0,522343.89
Ford,Puma,2015,Manual,107356,Diesel,10586,28.9,1.0,177631.14
Honda,City,2009,Manual,22354,CNG,23888,17.3,1.8,598624.34
Toyota,Camry,2009,Manual,2125,Petrol,33333,17.2,1.4,513969.53
Honda,Jazz,2023,Manual,29839,Hybrid,20924,11.8,1.0,1225172.75
Honda,Amaze,2015,Automatic,48679,CNG,13418,13.7,2.0,921177.53
Honda,City,2008,Manual,112933,Diesel,16702,27.4,2.0,203178.8
Maruti,Ciaz,2024,Manual,135029,Petrol,31023,11.0,1.8,831037.27
Honda,City,2011,Manual,138888,Diesel,10439,27.1,1.6,170968.92
Hyundai,i20,2020,Automatic,79225,Petrol,6005,13.7,1.0,700128.48
Maruti,Ciaz,2013,Manual,104807,Petrol,23210,23.1,1.6,120000.0
Maruti,Dzire,2012,Automatic,92754,Diesel,9690,11.0,1.0,120000.0
Hyundai,Tucson,2014,Manual,219065,Diesel,9086,10.0,1.6,283915.48
Ford,Mondeo,2017,Manual,201385,Petrol,25980,13.7,1.8,191450.81
Honda,Civic,2025,Automatic,155518,Petrol,17933,17.7,1.5,1183664.79
Hyundai,i10,2016,Automatic,24658,CNG,1884,14.2,1.2,508943.71
Ford,Mondeo,2025,Manual,151346,Diesel,17811,29.0,1.6,841458.6
Honda,City,2017,Manual,172367,Petrol,34724,28.9,1.5,650118.69
Honda,Amaze,2021,Automatic,209935,Petrol,639,29.9,1.4,598592.44
Ford,Kuga,2010,Manual,215071,Petrol,17253,17.3,1.8,120000.0
Toyota,Corolla,2023,Automatic,69903,CNG,5750,27.2,2.0,1367646.85
Honda,Civic,2019,Manual,10359,Diesel,19062,11.7,1.6,854681.42
Honda,Civic,2023,Manual,3897,Hybrid,26930,30.6,1.5,1233195.23
Hyundai,i10,2021,Automatic,98554,Diesel,24532,14.3,1.4,838691.2
Ford,Mondeo,2019,Automatic,142372,Diesel,4137,18.8,1.8,595717.38
Ford,Focus,2020,Automatic,78159,CNG,24485,28.8,2.0,919108.68
Honda,Civic,2012,Manual,24801,Diesel,21708,20.5,2.0,736670.03
Honda,Amaze,2009,Manual,164312,Petrol,21890,27.8,1.2,120000.0
Ford,Fiesta,2021,Automatic,136597,CNG,20876,27.9,1.2,578001.28
Toyota,Camry,2022,Manual,132607,Diesel,18412,26.7,1.0,893379.71
Hyundai,i20,2021,Manual,83831,Petrol,30928,17.5,1.2,640208.44
Toyota,Corolla,2012,Manual,45270,Petrol,10429,12.0,1.8,775749.52
Maruti,Swift,2009,Manual,178899,Petrol,32412,13.6,1.5,120000.0
Maruti,Baleno,2020,Automatic,67020,Diesel,11474,18.2,1.6,856189.55
Ford,Mondeo,2011,Automatic,131837,Diesel,1907,16.9,1.4,120000.0
Honda,City,2021,Automatic,108101,Petrol,32102,22.2,1.2,866034.89
Hyundai,i20,2019,Automatic,95979,Petrol,29152,31.7,2.0,863364.86
Hyundai,Tucson,2008,Manual,148552,Petrol,20419,20.2,1.2,120000.0
Hyundai,i20,2021,Manual,64928,Petrol,940,18.4,1.2,781060.57
Toyota,Camry,2009,Manual,197652,Petrol,18747,23.6,1.5,120000.0
Toyota,RAV4,2023,Manual,215025,Petrol,11678,18.5,2.0,1045503.14
Hyundai,Verna,2021,Automatic,169574,Diesel,14640,16.8,1.5,652754.16
Hyundai,Tucson,2021,Manual,27144,CNG,29473,23.5,1.5,804075.7
Honda,CR-V,2018,Manual,150004,Petrol,15062,13.6,2.0,647974.12
Maruti,Ciaz,2016,Automatic,47372,Petrol,26180,28.4,1.6,559669.08
Maruti,Dzire,2021,Manual,43238,Diesel,9061,11.2,2.0,824782.27
Toyota,Corolla,2024,Automatic,106618,Hybrid,21020,13.7,2.0,1559309.87
Hyundai,i10,2012,Manual,158927,Petrol,6720,24.7,1.8,120000.0
Ford,Kuga,2016,Manual,30865,Petrol,6914,27.7,1.5,737553.12
Toyota,Prius,2019,Manual,203059,CNG,10075,25.9,2.0,739778.45
Maruti,Brezza,2019,Automatic,11875,Petrol,25923,20.7,1.4,930793.95
Ford,Puma,2025,Manual,184406,Petrol,6823,21.1,1.2,763007.49
Hyundai,i10,2017,Manual,8984,Petrol,14873,18.4,1.5,743002.75
Ford,Mondeo,2009,Manual,9743,Petrol,30127,17.6,1.4,357017.57
Toyota,Prius,2019,Manual,218525,Petrol,33952,29.0,1.2,781523.43
Hyundai,i10,2026,Automatic,45120,Petrol,9867,17.0,1.4,1262975.56
Toyota,Prius,2015,Manual,37047,Petrol,8741,17.6,1.8,869645.82
Toyota,RAV4,2009,Manual,83559,CNG,24322,10.2,1.8,541622.17
Toyota,Yaris,2019,Manual,168830,Diesel,30794,24.3,2.0,893632.58
Maruti,Baleno,2022,Manual,167527,CNG,10533,14.0,1.4,603271.85
Maruti,Swift,2011,Manual,9833,Diesel,15759,15.6,1.6,350546.07
Maruti,Dzire,2023,Manual,184655,CNG,735,10.8,2.0,645294.54
Hyundai,i10,2012,Manual,111674,Petrol,31963,18.5,1.6,250803.3
Toyota,Prius,2014,Automatic,80585,Diesel,15002,23.8,1.2,695507.37
Ford,Mondeo,2026,Manual,162741,Hybrid,13969,15.3,1.6,904539.38
Toyota,RAV4,2012,Manual,40564,Hybrid,18990,24.4,1.4,555146.93
Toyota,Corolla,2021,Manual,98361,Diesel,10209,30.3,2.0,1039688.53
Ford,Focus,2024,Manual,128744,Petrol,23591,10.4,1.2,686935.89
Hyundai,i20,2016,Automatic,205541,Petrol,27908,21.2,2.0,385937.74
Honda,City,2024,Automatic,175719,Diesel,15524,30.7,2.0,1151688.49
Hyundai,Creta,2010,Automatic,189988,Petrol,14940,12.4,2.0,129784.89
Maruti,Brezza,2022,Automatic,88971,Petrol,16429,28.9,1.0,707666.0
Maruti,Baleno,2021,Manual,171830,Petrol,7049,10.2,1.6,486049.07
Toyota,Prius,2017,Manual,12493,Petrol,16112,25.6,1.2,838109.68
Hyundai,Verna,2015,Manual,140264,CNG,1377,10.5,1.8,373436.53
Hyundai,Tucson,2015,Manual,172586,Petrol,3917,23.4,1.0,246698.02
Maruti,Dzire,2024,Automatic,112614,Petrol,31287,17.4,1.0,798241.15
Hyundai,Creta,2013,Manual,32276,CNG,11351,30.9,1.2,409330.84
Honda,Civic,2008,Automatic,86906,Hybrid,25550,17.9,1.4,489683.43
Honda,Amaze,2020,Manual,137922,Hybrid,33192,12.0,1.4,802329.33
Toyota,Yaris,2016,Manual,99537,Petrol,26204,14.7,1.5,781104.4
Maruti,Brezza,2013,Manual,186057,Petrol,7954,22.0,1.6,120000.0
Maruti,Baleno,2017,Automatic,82243,Diesel,5966,18.5,1.4,402357.92
Hyundai,Creta,2010,Manual,178385,Petrol,6562,26.5,1.0,120000.0
Toyota,Camry,2014,Manual,212766,Petrol,24743,24.4,1.4,376618.37
Toyota,RAV4,2025,Manual,128286,Petrol,8539,31.3,1.0,1141263.58
Honda,City,2012,Manual,184401,Diesel,31115,13.5,1.0,120000.0
Hyundai,Tucson,2013,Manual,31434,Hybrid,11047,20.8,2.0,569830.22
Maruti,Brezza,2025,Manual,113583,Diesel,15564,22.7,1.2,860894.89
Hyundai,Verna,2014,Automatic,131555,Petrol,9739,18.7,1.2,426780.14
Toyota,Prius,2025,Manual,149294,CNG,2543,14.4,1.4,1236865.53
Toyota,RAV4,2017,Manual,47765,Petrol,25284,10.2,1.6,769577.89
Maruti,Dzire,2013,Automatic,176230,CNG,10614,25.8,1.0,120000.0
Ford,Mondeo,2011,Automatic,142142,Petrol,10949,11.3,1.5,120000.0
Ford,Focus,2020,Manual,152849,Petrol,15546,13.0,1.2,534328.31
Hyundai,Tucson,2014,Automatic,146047,Petrol,18601,20.1,1.5,393994.3
Ford,Mondeo,2010,Manual,127869,Petrol,6095,22.0,2.0,120000.0
Honda,Amaze,2014,Manual,28290,CNG,11298,15.7,1.5,766341.87
Ford,Kuga,2014,Manual,36818,Petrol,3717,27.1,2.0,586957.39
Ford,Kuga,2024,Automatic,142563,Diesel,28237,15.5,1.8,988606.43
Toyota,Prius,2012,Manual,120448,Petrol,15120,32.0,1.2,403903.12
Honda,City,2009,Manual,24369,Petrol,15248,12.8,2.0,413309.82
Hyundai,Tucson,2020,Manual,30709,Petrol,4673,18.5,1.6,894370.64
Honda,Civic,2026,Manual,173812,Petrol,32573,10.5,1.6,751004.81
Toyota,Camry,2008,Automatic,214656,CNG,3212,25.0,1.4,149160.33
Honda,CR-V,2014,Automatic,129852,Diesel,12680,28.2,2.0,680680.86
Hyundai,Tucson,2017,Manual,103716,Petrol,33140,16.1,1.6,617036.77
Ford,Puma,2017,Automatic,165150,Hybrid,25036,15.9,1.2,479369.12
Maruti,Dzire,2023,Manual,191463,Diesel,34047,31.6,2.0,749390.14
Honda,City,2013,Automatic,54256,Hybrid,23508,17.3,1.6,693725.01
Honda,Amaze,2015,Automatic,75984,Petrol,3197,26.6,1.0,443594.23
Hyundai,Tucson,2012,Manual,185036,Diesel,1715,22.6,1.8,201087.12
Maruti,Swift,2016,Manual,212676,CNG,25732,23.8,1.6,295347.11
Maruti,Baleno,2014,Automatic,152956,Petrol,23666,28.9,1.2,197513.38
Ford,Focus,2017,Manual,179014,Petrol,11281,27.1,1.6,389392.36
Toyota,RAV4,2012,Manual,66686,CNG,10995,31.1,1.0,440143.49
Hyundai,Tucson,2016,Manual,39519,Diesel,21742,11.1,1.8,622146.27
Toyota,Camry,2011,Automatic,142458,Petrol,31327,22.6,1.8,511535.98
Toyota,Camry,2008,Automatic,99105,Petrol,5789,10.1,1.4,203733.18
Ford,Focus,2008,Manual,199629,Diesel,7808,22.0,2.0,120000.0
Maruti,Brezza,2020,Manual,67517,Petrol,11748,22.6,1.8,888334.27
Maruti,Dzire,2018,Automatic,120351,Hybrid,32330,28.1,1.5,824037.55
Toyota,Corolla,2025,Manual,150504,Diesel,618,12.3,2.0,1210623.51
Hyundai,Verna,2016,Manual,41169,Petrol,16345,25.1,1.8,538425.11
Toyota,Yaris,2022,Automatic,49971,Petrol,31856,18.4,1.4,1118434.77
Hyundai,Verna,2012,Automatic,207024,CNG,33349,15.3,1.0,232424.36
Ford,Fiesta,2011,Manual,200773,Petrol,5689,17.7,1.6,120000.0
Maruti,Brezza,2025,Manual,197694,Petrol,22829,18.9,1.4,582483.21
Toyota,Prius,2017,Automatic,180509,Petrol,28192,11.7,1.0,785860.44
Hyundai,Tucson,2015,Manual,30728,Hybrid,12050,11.4,2.0,674544.07
Ford,Puma,2025,Manual,83851,Hybrid,3238,18.8,1.8,1160802.34
Honda,Amaze,2014,Automatic,62643,Hybrid,5026,24.5,1.6,497326.14
Hyundai,i10,2025,Manual,14837,Petrol,25615,13.8,1.2,1207060.77
Honda,Amaze,2010,Manual,95622,Hybrid,13660,29.6,1.4,225788.1
Hyundai,i20,2011,Automatic,92406,Diesel,21936,10.6,1.6,196201.53
Toyota,Camry,2015,Automatic,43123,CNG,23251,17.6,1.0,845068.31
Honda,Jazz,2015,Automatic,116008,Petrol,261,19.3,1.2,481358.33
Honda,Civic,2022,Automatic,39956,Petrol,15406,11.5,1.6,1271439.59
Ford,Focus,2012,Manual,147569,Hybrid,1851,25.4,2.0,330634.32
Ford,Fiesta,2013,Manual,199075,Hybrid,25154,22.9,1.2,313812.22
Hyundai,i10,2024,Manual,201350,Petrol,16211,20.7,1.8,817996.44
Honda,City,2020,Manual,67224,Petrol,5759,18.9,1.0,831108.25
Maruti,Baleno,2026,Automatic,84669,Petrol,34460,24.7,1.2,992303.35
Honda,City,2014,Manual,212222,CNG,25114,27.1,1.0,120000.0
Honda,CR-V,2025,Manual,6402,Petrol,18665,31.9,1.4,1275696.82
Hyundai,i10,2016,Manual,212468,Hybrid,11847,10.2,1.4,404529.29
Honda,City,2010,Automatic,7901,Diesel,21789,16.8,1.6,629462.88
Ford,Fiesta,2017,Manual,9127,Petrol,31413,30.0,1.5,602269.14
Toyota,RAV4,2010,Automatic,44999,Hybrid,33887,13.3,1.8,555065.41
Ford,Mondeo,2026,Automatic,32330,Petrol,24547,10.3,1.2,1225377.98
Toyota,Prius,2012,Automatic,157301,CNG,2527,25.1,1.6,648198.5
Ford,Fiesta,2010,Automatic,192054,Petrol,21272,11.8,1.5,120000.0
Honda,CR-V,2012,Automatic,7864,Petrol,28623,31.5,1.8,380874.45
Ford,Focus,2023,Manual,187869,Petrol,33708,30.2,2.0,768414.57
Hyundai,i20,2015,Automatic,137467,Petrol,31600,25.3,1.4,394930.92
Ford,Focus,2025,Manual,130992,Hybrid,10119,19.9,1.5,935226.15
Toyota,Yaris,2021,Automatic,42976,Petrol,17973,30.9,2.0,1068814.8
Honda,Amaze,2014,Manual,75155,Hybrid,29117,18.9,1.0,605157.68
Ford,Mondeo,2024,Automatic,133401,CNG,11691,12.4,1.2,756272.92
Maruti,Swift,2023,Automatic,64589,Hybrid,12479,19.8,1.8,965886.32
Toyota,Camry,2011,Manual,109956,Petrol,26583,14.5,1.4,557536.68
Ford,Fiesta,2012,Manual,12449,Diesel,28640,25.0,1.2,285842.67
Toyota,Camry,2017,Manual,52327,Petrol,6859,30.8,1.2,821173.06
Hyundai,i10,2021,Manual,145299,Diesel,25502,21.6,1.5,705173.42
Maruti,Brezza,2010,Manual,190499,Hybrid,17840,16.6,2.0,120000.0
Maruti,Ciaz,2022,Automatic,69651,Petrol,3581,19.0,1.5,726339.33
Toyota,Camry,2026,Manual,24739,Petrol,4130,26.6,1.6,1490185.4
Honda,Amaze,2014,Manual,8111,Petrol,26096,31.9,1.6,575427.48
Maruti,Brezza,2019,Manual,195635,Diesel,17113,19.0,1.5,284775.38
Honda,City,2013,Manual,38408,Diesel,11608,25.9,1.6,567447.59
Maruti,Swift,2014,Manual,53793,Petrol,12603,12.0,1.8,331826.24
Toyota,Camry,2008,Automatic,210158,Petrol,44,29.7,1.5,150622.29
Honda,City,2010,Automatic,106928,CNG,14079,11.1,1.8,275749.8
Hyundai,Verna,2011,Automatic,34597,Hybrid,19800,10.3,2.0,591839.37
Maruti,Baleno,2014,Automatic,81312,Petrol,1652,13.9,1.5,338024.92
Hyundai,Tucson,2010,Manual,213885,Petrol,22547,24.3,1.4,120000.0
Honda,Amaze,2014,Manual,163171,Petrol,21235,13.7,1.4,407046.35
Hyundai,i20,2026,Automatic,72776,Petrol,14011,22.1,1.2,1184393.44
Hyundai,Tucson,2022,Automatic,104584,Hybrid,5481,31.4,1.8,1036032.1
Honda,Jazz,2015,Automatic,147919,CNG,2296,22.1,2.0,719444.93
Toyota,RAV4,2015,Manual,185766,Petrol,18942,27.7,1.5,464941.42
Hyundai,i20,2015,Manual,118266,Petrol,15827,13.1,1.2,349454.93
Honda,City,2014,Automatic,153936,CNG,12256,11.8,1.4,350363.51
Honda,Jazz,2010,Automatic,98044,Petrol,472,18.0,1.4,416252.84
Hyundai,i20,2008,Manual,60007,Diesel,11976,14.3,1.0,120000.0
Maruti,Baleno,2013,Automatic,120519,Petrol,14920,19.7,1.0,173332.66
Ford,Fiesta,2016,Manual,12543,Petrol,34262,18.5,1.0,458927.46
Ford,Kuga,2019,Manual,143562,Diesel,28201,28.2,1.4,364786.75
